index,Barcode_Grade,Barcode_Status,BatchTraceability,CNC_Nest_ID,CNC_Nest_Status,CNC_Number,CNC_Orientation,ClearData_Ons,ClearData_PB,EddyCurrent,HydroMES.AxialNonUniformityGrade,HydroMES.AxialNonUniformityRating,HydroMES.CTLStatus,HydroMES.CellContrastGrade,HydroMES.CellContrastRating,HydroMES.CellModulationGrade,HydroMES.CellModulationRating,HydroMES.DataMatrix_Code,HydroMES.Date,HydroMES.Feature101Data,HydroMES.Feature22DataHigh,HydroMES.Feature22DataLow,HydroMES.Feature91Data,HydroMES.Feature93Data,HydroMES.Feature94Data,HydroMES.Feature95Data,HydroMES.Feature99Data,HydroMES.FixedPatternDamageGrade,HydroMES.FixedPatternDamageRating,HydroMES.FlatnessStatus,HydroMES.GridNonUniformityGrade,HydroMES.GridNonUniformityRating,HydroMES.JobNumber,HydroMES.JobNumberTrimmed,HydroMES.OperatingCrew,HydroMES.OperatorID,HydroMES.OverallDimStatus,HydroMES.ParallelismStatus,HydroMES.PartMarkingStatus,HydroMES.PerpendicularityStatus,HydroMES.ReferenceDecodeGrade,HydroMES.ReferenceDecodeRating,HydroMES.SerialNumber,HydroMES.SupplierCode,HydroMES.Time,HydroMES.Type,HydroMES.UnusedErrorCorrectionGrade,HydroMES.UnusedErrorCorrectionRating,Length_LVDT,LowerBow_Final[0],LowerBow_Final[1],LowerBow_Final[2],LowerTwist_Final,Lower_LVDT[0],Lower_LVDT[1],Lower_LVDT[2],Lower_LVDT[3],Lower_LVDT[4],Lower_LVDT[5],Lower_LVDT[6],PartNumber,PartPresent,PartStatus,Part_ID,Perpendicularity_Final,Perpendicularity_Status,PressA_Distance[0],PressA_Distance[10],PressA_Distance[1],PressA_Distance[2],PressA_Distance[3],PressA_Distance[4],PressA_Distance[5],PressA_Distance[6],PressA_Distance[7],PressA_Distance[8],PressA_Distance[9],PressA_Force[0],PressA_Force[10],PressA_Force[1],PressA_Force[2],PressA_Force[3],PressA_Force[4],PressA_Force[5],PressA_Force[6],PressA_Force[7],PressA_Force[8],PressA_Force[9],PressA_Status,PressB_Distance[0],PressB_Distance[10],PressB_Distance[1],PressB_Distance[2],PressB_Distance[3],PressB_Distance[4],PressB_Distance[5],PressB_Distance[6],PressB_Distance[7],PressB_Distance[8],PressB_Distance[9],PressB_Force[0],PressB_Force[10],PressB_Force[1],PressB_Force[2],PressB_Force[3],PressB_Force[4],PressB_Force[5],PressB_Force[6],PressB_Force[7],PressB_Force[8],PressB_Force[9],PressB_Status,PressC_Distance[0],PressC_Distance[10],PressC_Distance[1],PressC_Distance[2],PressC_Distance[3],PressC_Distance[4],PressC_Distance[5],PressC_Distance[6],PressC_Distance[7],PressC_Distance[8],PressC_Distance[9],PressC_Force[0],PressC_Force[10],PressC_Force[1],PressC_Force[2],PressC_Force[3],PressC_Force[4],PressC_Force[5],PressC_Force[6],PressC_Force[7],PressC_Force[8],PressC_Force[9],PressC_Status,PressD_Distance[0],PressD_Distance[10],PressD_Distance[1],PressD_Distance[2],PressD_Distance[3],PressD_Distance[4],PressD_Distance[5],PressD_Distance[6],PressD_Distance[7],PressD_Distance[8],PressD_Distance[9],PressD_Force[0],PressD_Force[10],PressD_Force[1],PressD_Force[2],PressD_Force[3],PressD_Force[4],PressD_Force[5],PressD_Force[6],PressD_Force[7],PressD_Force[8],PressD_Force[9],PressD_Status,PressE_Distance[0],PressE_Distance[10],PressE_Distance[1],PressE_Distance[2],PressE_Distance[3],PressE_Distance[4],PressE_Distance[5],PressE_Distance[6],PressE_Distance[7],PressE_Distance[8],PressE_Distance[9],PressE_Force[0],PressE_Force[10],PressE_Force[1],PressE_Force[2],PressE_Force[3],PressE_Force[4],PressE_Force[5],PressE_Force[6],PressE_Force[7],PressE_Force[8],PressE_Force[9],PressE_Status,Reject,RejectCode,SerialNumber,Sta40_Status,Sta80_Inspect_Final,Sta80_PartInspect[0],Sta80_PartInspect[10],Sta80_PartInspect[11],Sta80_PartInspect[12],Sta80_PartInspect[13],Sta80_PartInspect[14],Sta80_PartInspect[15],Sta80_PartInspect[16],Sta80_PartInspect[17],Sta80_PartInspect[18],Sta80_PartInspect[19],Sta80_PartInspect[1],Sta80_PartInspect[20],Sta80_PartInspect[21],Sta80_PartInspect[2],Sta80_PartInspect[3],Sta80_PartInspect[4],Sta80_PartInspect[5],Sta80_PartInspect[6],Sta80_PartInspect[7],Sta80_PartInspect[8],Sta80_PartInspect[9],Sta80_ThreadInspect[0],Sta80_ThreadInspect[1],Sta80_ThreadInspect[2],Sta80_ThreadInspect[3],Sta80_ThreadInspect[4],Unload_Orientation,UpperBow_Final[0],UpperBow_Final[1],UpperBow_Final[2],UpperTwist_Final,Upper_LVDT[0],Upper_LVDT[1],Upper_LVDT[2],Upper_LVDT[3],Upper_LVDT[4],Upper_LVDT[5],Upper_LVDT[6]
0,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.754500150680542,0.0,0.0065000057220458984,-0.04024982452392578,0.18149754405021667,0.0,2.433999538421631,2.578500509262085,1.341999888420105,1.624000072479248,0.2630001902580261,0.5889999270439148,,True,0,(1T)P0001281549,-1.1337954998016357,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.02150064706802368,0.10474887490272522,0.08149682730436325,0.0,0.8469998836517334,0.4909985661506653,0.6535009145736694,0.13050006330013275,0.4170006811618805,-0.02050068974494934
1,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.9219996929168701,0.0,0.029999971389770508,-0.014249801635742188,0.25449010729789734,0.0,2.494499683380127,2.8465001583099365,1.2609995603561401,1.5300002098083496,0.08749931305646896,0.18500061333179474,,True,0,(1T)P0001281549,-1.1382595300674438,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,2100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5889986753463745,0.7972480058670044,0.36249762773513794,0.0,1.0599992275238037,0.9109986424446106,0.6045011281967163,0.06600116193294525,1.3270004987716675,0.8154997825622559
2,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.6105000972747803,0.0,-0.3085000514984131,-0.4662494659423828,0.6954964995384216,0.0,2.219499111175537,2.1120002269744873,1.2279995679855347,1.625999927520752,-0.3805001378059387,0.2075006514787674,,True,0,(1T)P0001281549,-0.586616039276123,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4377507269382477,0.44324791431427,0.33199796080589294,0.0,0.8735005855560303,0.6824982762336731,0.47199955582618713,0.4415009021759033,0.9459999799728394,1.0869994163513184
3,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.7250001430511475,0.0,-0.2090003490447998,-0.28224945068359375,0.14149263501167297,0.0,2.2319998741149902,2.6670005321502686,1.1470001935958862,1.5844998359680176,-0.35600024461746216,-0.06249980628490448,,True,0,(1T)P0001281549,-0.5559865236282349,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,2100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7787493467330933,0.9274990558624268,0.3274884819984436,0.0,1.08500075340271,1.4259999990463257,0.39600124955177307,0.4245007038116455,1.2645004987716675,1.2779994010925293
4,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.17199969291687012,0.0,-0.3227503299713135,-0.3189992904663086,0.4394926130771637,0.0,2.4969992637634277,2.7300002574920654,1.1719998121261597,1.620999813079834,-0.7985003590583801,-0.12599925696849823,,True,0,(1T)P0001281549,-0.3940567374229431,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2014998495578766,0.31199848651885986,0.40199705958366394,0.0,0.8689992427825928,0.9309991002082825,0.3390001356601715,0.4915001392364502,0.2120007574558258,0.6759982109069824
5,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.10249972343444824,0.0,-0.1732499599456787,-0.2662501335144043,0.44399720430374146,0.0,2.4769997596740723,2.5980002880096436,1.2324999570846558,1.6685004234313965,-0.35849982500076294,0.20650024712085724,,True,0,(1T)P0001281549,-0.6248444318771362,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.028751462697982788,0.14274799823760986,0.4009978175163269,0.0,0.8234994411468506,0.7734997868537903,0.48950138688087463,0.46850132942199707,0.0980004295706749,0.44899889826774597
6,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.7160003185272217,0.0,-0.15350031852722168,-0.2155003547668457,0.46699821949005127,0.0,2.563499927520752,2.674999952316284,1.1990002393722534,1.6060004234313965,-0.47250014543533325,0.1060001403093338,,True,0,(1T)P0001281549,-0.6927142143249512,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12425035238265991,0.25199806690216064,0.27649879455566406,0.0,0.93399977684021,0.827498733997345,0.5239995718002319,0.42800068855285645,0.3625001013278961,0.532498836517334
7,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.11400008201599121,0.0,-0.21000075340270996,-0.2850008010864258,0.23099367320537567,0.0,2.3999991416931152,2.678499937057495,1.1365002393722534,1.6055006980895996,-0.5470002293586731,-0.03750018775463104,,True,0,(1T)P0001281549,-0.47504985332489014,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3167513906955719,0.49149811267852783,0.032499559223651886,0.0,0.6820008754730225,0.955498993396759,0.34699955582618713,0.46200108528137207,0.6455010175704956,0.9514994621276855
8,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-1.114499807357788,0.0,0.027499914169311523,-0.01824951171875,0.22149501740932465,0.0,2.5699992179870605,2.825500249862671,1.1654995679855347,1.5774998664855957,-0.18400031328201294,0.29300040006637573,,True,0,(1T)P0001281549,-0.5147565603256226,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3487509787082672,0.5622494220733643,0.03399891033768654,0.0,1.006000280380249,1.2354997396469116,0.40949955582618713,0.44250035285949707,0.5105007886886597,0.7739996910095215
9,,0,,,0,0,0,False,False,0,,0.0,0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,,,,0,0,0,0,,0.0,,,,,,0.0,-0.5320003032684326,0.0,-0.2240006923675537,-0.3092498779296875,0.305496484041214,0.0,2.483999729156494,2.6825006008148193,1.1780003309249878,1.6145005226135254,-0.5760005116462708,-0.07199935615062714,,True,0,(1T)P0001281549,-0.48729950189590454,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.35175028443336487,0.5034992694854736,0.07049961388111115,0.0,0.9980008602142334,1.1899999380111694,0.43950024247169495,0.515000581741333,0.5845001935958862,0.8469996452331543
